VFG_ID,n_internal,n_external,Mean_internal,Mean_external,SD_internal,SD_external,Delta_mean,log2FC,Cohen_d,Hedges_g,Median_log2_ratio,Cliffs_delta,p_value,q_value
VFG000192,2824,2838,0.04214564447592068,0.06698111346018323,0.0951908927720877,0.05908613276257476,0.024835468984262553,0.6683706878012703,0.3136614294441322,0.31361986469797154,22.726504440008824,-0.8262854931154885,1.2477413399744575e-31,2.5703471603473825e-31
VFG000198,2836,2835,0.028943935119887167,0.039102786596119925,0.076836248990769,0.03467896983011075,0.010158851476232758,0.434010213842234,0.17041515754261596,0.1703926108845067,22.117435431711307,-0.8059771942000433,1.5503984986676697e-10,2.3143629762720285e-10
VFG000203,2345,2461,0.061492409381663116,0.7565455099553028,0.17827173974921312,0.27079080435781044,0.6950531005736397,3.6209464143636354,3.017528467542778,3.017057346782818,26.05527616652598,-0.8553022892734331,0.0,0.0
VFG000211,2839,2839,0.06933124339556183,0.03643906305036985,0.08161064923530789,0.047239981237408225,-0.032892180345191986,-0.9280195824912201,-0.4932987742533422,-0.4932335891975011,-0.5900965226966239,-0.736461436780832,2.2443794399894042e-74,7.517758774598655e-74
VFG000212,2742,2838,0.20215105762217359,0.26928928823114867,0.23670356769795142,0.09545899815810287,0.06713823060897509,0.4137230741938891,0.374339908865544,0.37428957406537383,1.1313278734165673,-0.6138679297169959,2.7368329745697307e-42,6.555669683271681e-42
VFG001213,2822,2838,0.05832037562012757,0.05969291754756871,0.1374073747488765,0.07063379254900898,0.0013725419274411427,0.033559751338113654,0.012573981115592206,0.012572314289409237,22.406653711750458,-0.6432469087892423,0.636801769609618,0.6478082199485496
VFG001214,2839,2835,0.012701902078196547,0.02248885361552028,0.064789308093036,0.0384531531229924,0.009786951537323733,0.8241650731796049,0.18367770557380456,0.18365341707745328,21.353802108326168,-0.5356216915686213,5.128607780682632e-12,7.973533606193375e-12
VFG001222,2818,2820,0.01858917672107878,0.015999503546099293,0.09235684444764164,0.0836820320618364,-0.0025896731749794864,-0.21643561191818875,-0.029386460609755617,-0.029382549888829865,0.0,-0.1204763954114633,0.2699764252636368,0.29426001907041893
VFG001223,2787,2838,0.00025536419088625765,0.0035457364341085268,0.009557645171771411,0.029542079005022107,0.0032903722432222693,3.7954047357900538,0.14931807405864767,0.14929815701528917,0.0,-0.019374534895099643,1.8326953736215522e-08,2.6309076443626464e-08
VFG001224,2772,2743,0.08973874458874459,0.16968603718556327,0.1477166289243819,0.13103023645242753,0.07994729259681868,0.9190648736601054,0.5724147123300966,0.572336836309191,23.96190473598736,-0.7581791562834217,1.7229650209491907e-96,7.715886832946375e-96
VFG001228,2838,2838,0.007683615221987314,0.004692353770260747,0.05793111679055196,0.04488883761034631,-0.002991261451726567,-0.7114722905192146,-0.0577219381426855,-0.05771430801206519,0.0,-0.058828364276026404,0.02972161819672006,0.03559682179374612
VFG001230,2830,2833,0.20644855123674913,0.10118464525238263,0.21244342403583436,0.09973334529213272,-0.1052639059843665,-1.0287918436774166,-0.6344175422422413,-0.6343334874515013,0.14699735941961595,-0.5513748239763814,8.238954663802462e-118,4.243061651858268e-117
VFG001231,2823,2824,0.21942174991144173,0.1405346317280453,0.14641074790793476,0.08915627059020197,-0.07888711818339642,-0.6427808059690301,-0.6508430695502627,-0.6507565940992396,-0.6749045830491951,-0.35352612443917275,2.3997466961281944e-124,1.2840203101361248e-123
VFG001232,2592,2830,0.0038518518518518524,0.0067631448763250885,0.03747828112137558,0.026215297423852885,0.002911293024473236,0.8121404304412424,0.09070456210648221,0.09069201015822263,0.0,-0.10759226541028662,0.0010223863721848057,0.0012920956605525764
VFG001238,2838,2838,0.003297110641296688,0.0581284355179704,0.03527059122948703,0.048903139990190206,0.054831324876673714,4.139965747112225,1.2860556724356094,1.2858856716857832,21.891339095408355,-0.9934257020274032,0.0,0.0
VFG001242,2837,2839,0.01663859710962284,0.013246847481507572,0.062159562078844655,0.04991148376745837,-0.0033917496281152676,-0.32888451086987824,-0.06017258300848499,-0.06016462893274031,0.0,-0.15241693105112422,0.023459704751218356,0.0283442767082169
VFG001243,2593,2839,0.04566043193212494,0.027503381472349417,0.09317821836785906,0.03562201845163554,-0.018157050459775524,-0.7313352931311697,-0.26186640835375713,-0.2618302372950039,21.684317588830663,-0.6814579366481981,2.0720157899248632e-20,3.5718431190336557e-20
VFG001248,2781,2837,0.015466810499820207,0.0069326401127952075,0.06928198065950485,0.028900537678596447,-0.008534170387025,-1.15769779834578,-0.1613426258012702,-0.16132107801702927,0.0,-0.15828136365693132,2.1102857446222367e-09,3.105134738515577e-09
VFG001249,2655,2838,0.0248479472693032,0.03302660324171952,0.09529386972677137,0.05677373081726497,0.008178655972416321,0.4105017802567724,0.10510988203129144,0.10509552471917134,0.0,-0.5372219103397661,0.00012910991015511545,0.0001710394951251047
VFG001251,2820,2838,0.009765851063829786,0.008717195207892882,0.06049241888554416,0.05107461474173364,-0.0010486558559369037,-0.16388158148804272,-0.018737046416996722,-0.01873456172711249,0.0,-0.10525604886070003,0.48126465957180087,0.5097198965130642
VFG001252,2838,2838,0.0015289640591966173,0.0012344961240310078,0.023628055314381894,0.019602545934918267,-0.0002944679351656095,-0.3086299366307546,-0.013564444308603582,-0.013562651255819893,0.0,-0.016065939894545037,0.6093944326332711,0.6265373550646437
VFG001254,2820,2838,0.018588120567375886,0.009674453840732912,0.0626760249618274,0.03367692267515442,-0.008913666726642974,-0.9421280694699664,-0.1773266855904781,-0.1773031705811172,0.0,-0.20150865408163776,3.134526389099023e-11,4.818749523540288e-11
VFG001262,2824,2831,0.0048733356940509915,0.0032980219003885553,0.06754499551761732,0.036622125757875774,-0.0015753137936624362,-0.5633072113149317,-0.029005063094580896,-0.02900121473806045,0.0,-0.06154781191242646,0.2758399643987735,0.2982836360427682
VFG001263,2812,2837,0.0074738975817923185,0.021350440606274234,0.04111463857974921,0.03276464192094539,0.013876543024481915,1.5143318892121342,0.3734625181848719,0.3734129149815003,21.12691679764409,-0.6015317304206605,6.891390937810194e-44,1.6800314002235503e-43
VFG001264,2528,2787,0.07305814873417721,0.055366236096160745,0.12532081252329258,0.08471947017232936,-0.017691912638016463,-0.4000386857141517,-0.1669235086331121,-0.16689994407022565,0.0,-0.5777373077080296,2.5907471874274903e-09,3.758407891620161e-09
VFG001266,2609,2836,0.25596795707167497,0.3206543018335684,0.18507039673845913,0.2266547705075571,0.06468634476189344,0.3250555307225514,0.31133498273319876,0.3112920813989376,0.5856898246036865,-0.3119530095724845,1.3025706478283721e-30,2.5925560720062285e-30
VFG001267,2609,2827,0.32735197393637405,0.2597320127343474,0.3865289312660174,0.1566759334487168,-0.06761996120202668,-0.3338188255657617,-0.23265899980368313,-0.23262688676023197,0.18881659694951608,-0.6513487705410904,1.1915733724366856e-16,1.9558893603343208e-16
VFG001268,2740,2814,0.13626934306569344,0.1390679459843639,0.22953855108622517,0.12910448810073374,0.0027986029186704564,0.029328895652049578,0.015080748013275141,0.015078710716745226,23.511714174374223,-0.9401056500604381,0.5768583207783169,0.6032122542148898
VFG002057,2687,2838,0.08193051730554522,0.13686109936575053,0.11281092722189215,0.08019112836977339,0.054930582060205305,0.740239541532784,0.5638014922170246,0.5637249268973626,23.943243192146817,-0.5954284101694978,9.423671060192916e-92,4.002631419380909e-91
VFG002058,2742,2838,0.0436419401896426,0.042828999295278364,0.08285478102081598,0.048949389685335146,-0.0008129408943642336,-0.027127265823410556,-0.011996565821753725,-0.011994952729670659,21.86514158525401,-0.7433104131745423,0.6568495186415606,0.6616674857709608
VFG002060,2605,2744,0.23114994241842612,0.17244591836734693,0.24886163460212182,0.16084416781301872,-0.05870402405107919,-0.4226849999698817,-0.2816820488361305,-0.2816425366957411,-0.12261245934432778,-0.6292430737032955,4.141673598380592e-24,7.517046354770063e-24
VFG002063,2838,2838,0.026500317124735728,0.051522128259337566,0.04678555480892039,0.02812944191435142,0.025021811134601838,0.9591823004070476,0.6482080381440949,0.6481223530101696,22.369861687083194,-0.8171835866904454,5.270480107782759e-124,2.7838946210339702e-123
VFG002064,2664,2838,0.1338921171171171,0.05845954897815363,0.196133110070975,0.08516242404302247,-0.07543256813896347,-1.1955602818757909,-0.5043807211537579,-0.5043119388380407,0.0,-0.6635783510783511,1.430612403481995e-71,4.39859933010882e-71
VFG002065,2816,2834,0.07326065340909091,0.022594001411432606,0.12775359169890596,0.033732436007169124,-0.0506666519976583,-1.6970983313142636,-0.5430401814895491,-0.5429680677918611,0.0,-0.564730800306345,1.0676237906064922e-86,4.189152397427379e-86
VFG002067,2618,2678,0.1547600076394194,0.26304417475728153,0.24699588398068656,0.16626333142626973,0.10828416711786212,0.7652723577498396,0.5154275788459195,0.5153545548678068,24.468243249052268,-0.8691174616360224,4.708921574692225e-75,1.6303157048514258e-74
VFG002068,2808,2828,0.07935961538461539,0.2607870579915134,0.14745945095499133,0.08393666684980072,0.18142744260689803,1.7163952097884263,1.5135392167028585,1.5133377249056492,24.67949303925428,0.6496819553750247,0.0,0.0
VFG002070,2838,2837,0.06767899929527837,0.030985971096228415,0.12669234004691274,0.034663461014382835,-0.03669302819904996,-1.1270928015436472,-0.3950386004358623,-0.39498637198399555,21.66275224544301,-0.7042640751193021,1.6337134805842712e-48,4.233270150947923e-48
VFG002074,2837,2837,0.021509869580542827,0.00627437433909059,0.06755040917602936,0.031142826302664486,-0.015235495241452237,-1.7774536384256516,-0.289663552048006,-0.2896252485853999,0.0,-0.30662096578907383,2.5132694248720562e-27,4.749848637831593e-27
VFG002075,2602,2835,0.010615949269792467,0.1239099823633157,0.05737239692830049,0.11682073468977029,0.11329403309352323,3.5449858883810954,1.215246645569271,1.2150789405259521,23.662751919533044,-0.6446862879863136,0.0,0.0
VFG002076,2682,2834,0.1987287844891872,0.18823140437544109,0.2032192398364403,0.2751673061935506,-0.010497380113746124,-0.07829350184415733,-0.04322364109732584,-0.04321776166303466,-0.7135576266531104,-0.8267649354251164,0.105818803756579,0.12076827464739763
VFG002077,2819,2819,0.11127616175948918,0.040110925860234126,0.09487296257097913,0.04875443661813316,-0.07116523589925505,-1.4720771604000724,-0.9435226471299146,-0.9433970840752463,-1.4775068264249693,-0.8258456495671632,8.622567693288472e-241,8.881244724087126e-240
VFG013836,2818,2820,0.01858917672107878,0.015999503546099293,0.09235684444764164,0.0836820320618364,-0.0025896731749794864,-0.21643561191818875,-0.029386460609755617,-0.029382549888829865,0.0,-0.1204763954114633,0.2699764252636368,0.29426001907041893
VFG013897,2700,2733,0.0002635925925925926,0.0022642517380168314,0.009710353049007336,0.020806322926384315,0.0020006591454242387,3.1026042718082048,0.12298638794229488,0.12296940321809349,0.0,-0.0135370167093548,5.522705537485742e-06,7.635418394107804e-06
VFG013898,2787,2838,0.00025536419088625765,0.0035457364341085268,0.009557645171771411,0.029542079005022107,0.0032903722432222693,3.7954047357900538,0.14931807405864767,0.14929815701528917,0.0,-0.019374534895099643,1.8326953736215522e-08,2.6309076443626464e-08
VFG013910,2772,2743,0.08964292929292929,0.16958920889537005,0.14710619627120972,0.1303937799735578,0.07994627960244076,0.9197825988745972,0.574965891370174,0.5748876682658199,23.96190473598736,-0.7581791562834217,2.65754213404222e-97,1.2165637324726608e-96
VFG013911,2772,2743,0.08973874458874459,0.16968603718556327,0.1477166289243819,0.13103023645242753,0.07994729259681868,0.9190648736601054,0.5724147123300966,0.572336836309191,23.96190473598736,-0.7581791562834217,1.7229650209491907e-96,7.715886832946375e-96
VFG013973,2830,2833,0.20662989399293286,0.10130765972467348,0.21299348507401825,0.10054214393048523,-0.10532223426825937,-1.0283056589803556,-0.6324988804325892,-0.6324150798478037,0.14699735941961595,-0.553605350369634,3.543738011014584e-117,1.780512268948791e-116
VFG013986,2839,2835,0.012701902078196547,0.02248885361552028,0.064789308093036,0.0384531531229924,0.009786951537323733,0.8241650731796049,0.18367770557380456,0.18365341707745328,21.353802108326168,-0.5356216915686213,5.128607780682632e-12,7.973533606193375e-12
VFG013996,2822,2838,0.05832037562012757,0.05969291754756871,0.1374073747488765,0.07063379254900898,0.0013725419274411427,0.033559751338113654,0.012573981115592206,0.012572314289409237,22.406653711750458,-0.6432469087892423,0.636801769609618,0.6478082199485496
VFG014043,2838,2838,0.007710394644115575,0.004720436927413672,0.058076969346489093,0.04512155788290252,-0.0029899577167019032,-0.7078831161075165,-0.0574944595260664,-0.0574868594653227,0.0,-0.05882935754119195,0.03037097343829496,0.03626910451181891
VFG014044,2838,2838,0.007683615221987314,0.004692353770260747,0.05793111679055196,0.04488883761034631,-0.002991261451726567,-0.7114722905192146,-0.0577219381426855,-0.05771430801206519,0.0,-0.058828364276026404,0.02972161819672006,0.03559682179374612
VFG014062,2823,2824,0.21924955720864328,0.14075690509915015,0.14440253783437212,0.08903696690423019,-0.07849265210949313,-0.6393681941396168,-0.6543624030789665,-0.6542754600252778,-0.6749045830491951,-0.3530819532793655,1.193149298429326e-125,6.554366812705098e-125
VFG014075,2593,2837,0.0038503663709988437,0.0068818117729996485,0.03747112716746851,0.02631498766830214,0.003031445402000805,0.8377910544039187,0.09435161537417838,0.09433857798086981,0.0,-0.10944177275088254,0.0006311337869868598,0.0008151320383654741
VFG014117,1021,2829,0.10330646425073457,0.46483739837398375,0.08418886539330311,0.27262834436737066,0.36153093412324916,2.169795504899816,1.5209299092464825,1.5206334509443749,2.68475197102166,0.15641932981097897,0.0,0.0
VFG014147,993,902,1.0805061430010072,1.00430044345898,0.832067172716135,1.1995135301218653,-0.07620569954202727,-0.1055163472522083,-0.07445281225665844,-0.07442331041584876,-1.1217600275077648,-0.29868279731959635,0.11166508950180529,0.12708844440536954
VFG014189,2838,2838,0.003297110641296688,0.0581284355179704,0.03527059122948703,0.048903139990190206,0.054831324876673714,4.139965747112225,1.2860556724356094,1.2858856716857832,21.891339095408355,-0.9934257020274032,0.0,0.0
VFG014240,2827,2829,0.016360665015917934,0.012965535524920465,0.059745038099217225,0.046952036790100224,-0.0033951294909974686,-0.3355493640367168,-0.06319060147240177,-0.06318221890311514,0.0,-0.15227975752174125,0.017537899307488235,0.021377557735754893
VFG014241,2837,2839,0.01663859710962284,0.013246847481507572,0.062159562078844655,0.04991148376745837,-0.0033917496281152676,-0.32888451086987824,-0.06017258300848499,-0.06016462893274031,0.0,-0.15241693105112422,0.023459704751218356,0.0283442767082169
VFG014254,2593,2839,0.04566043193212494,0.027503381472349417,0.09317821836785906,0.03562201845163554,-0.018157050459775524,-0.7313352931311697,-0.26186640835375713,-0.2618302372950039,21.684317588830663,-0.6814579366481981,2.0720157899248632e-20,3.5718431190336557e-20
VFG014358,2781,2837,0.015466810499820207,0.0069326401127952075,0.06928198065950485,0.028900537678596447,-0.008534170387025,-1.15769779834578,-0.1613426258012702,-0.16132107801702927,0.0,-0.15828136365693132,2.1102857446222367e-09,3.105134738515577e-09
VFG014369,2814,2838,0.04120508173418621,0.04419520789288231,0.09352120768954525,0.04655624671461438,0.0029901261586961006,0.10106764944856429,0.04052987138760523,0.0405244910781153,22.06907242095931,-0.8549392872544556,0.12868717885696623,0.1452578566823838
VFG014371,2814,2838,0.04120508173418621,0.04419520789288231,0.09352120768954525,0.04655624671461438,0.0029901261586961006,0.10106764944856429,0.04052987138760523,0.0405244910781153,22.06907242095931,-0.8549392872544556,0.12868717885696623,0.1452578566823838
VFG014384,2655,2838,0.0248479472693032,0.03302660324171952,0.09529386972677137,0.05677373081726497,0.008178655972416321,0.4105017802567724,0.10510988203129144,0.10509552471917134,0.0,-0.5372219103397661,0.00012910991015511545,0.0001710394951251047
VFG014409,2820,2838,0.009778085106382981,0.008730443974630022,0.061192480722184577,0.05188093466404196,-0.0010476411317529594,-0.16349676328540858,-0.018472577791171205,-0.018470128172050244,0.0,-0.10525754826843396,0.4874697502869769,0.514968043892909
VFG014410,2820,2838,0.009765851063829786,0.008717195207892882,0.06049241888554416,0.05107461474173364,-0.0010486558559369037,-0.16388158148804272,-0.018737046416996722,-0.01873456172711249,0.0,-0.10525604886070003,0.48126465957180087,0.5097198965130642
VFG014423,2838,2838,0.0015289640591966173,0.0012344961240310078,0.023628055314381894,0.019602545934918267,-0.0002944679351656095,-0.3086299366307546,-0.013564444308603582,-0.013562651255819893,0.0,-0.016065939894545037,0.6093944326332711,0.6265373550646437
VFG014449,2820,2838,0.018588120567375886,0.009674453840732912,0.0626760249618274,0.03367692267515442,-0.008913666726642974,-0.9421280694699664,-0.1773266855904781,-0.1773031705811172,0.0,-0.20150865408163776,3.134526389099023e-11,4.818749523540288e-11
VFG014473,2836,2815,0.13421555007052188,0.21500504440497334,0.15046556980965872,0.06040502283219512,0.08078949433445146,0.6798186377105652,0.7037255753265869,0.7036321397556208,1.1756028541641474,-0.024367370048125222,3.8475849183461276e-142,2.331183803468536e-141
VFG014475,2836,2815,0.13421555007052188,0.21500504440497334,0.15046556980965872,0.06040502283219512,0.08078949433445146,0.6798186377105652,0.7037255753265869,0.7036321397556208,1.1756028541641474,-0.024367370048125222,3.8475849183461276e-142,2.331183803468536e-141
VFG014501,2672,2672,0.0019730913173652696,0.0019730913173652696,0.029052233232730235,0.029052233232730235,0.0,0.0,0.0,0.0,0.0,-0.010445426512244971,1.0,1.0
VFG014579,2824,2831,0.0048733356940509915,0.0032980219003885553,0.06754499551761732,0.036622125757875774,-0.0015753137936624362,-0.5633072113149317,-0.029005063094580896,-0.02900121473806045,0.0,-0.06154781191242646,0.2758399643987735,0.2982836360427682
VFG014591,2812,2837,0.0074738975817923185,0.021350440606274234,0.04111463857974921,0.03276464192094539,0.013876543024481915,1.5143318892121342,0.3734625181848719,0.3734129149815003,21.12691679764409,-0.6015317304206605,6.891390937810194e-44,1.6800314002235503e-43
VFG014592,2812,2837,0.0074738975817923185,0.021350440606274234,0.04111463857974921,0.03276464192094539,0.013876543024481915,1.5143318892121342,0.3734625181848719,0.3734129149815003,21.12691679764409,-0.6015317304206605,6.891390937810194e-44,1.6800314002235503e-43
VFG014605,2528,2787,0.07305814873417721,0.055366236096160745,0.12532081252329258,0.08471947017232936,-0.017691912638016463,-0.4000386857141517,-0.1669235086331121,-0.16689994407022565,0.0,-0.5777373077080296,2.5907471874274903e-09,3.758407891620161e-09
VFG014681,2800,2810,0.011307892857142857,0.008235978647686833,0.06495502820979185,0.04815958494555799,-0.003071914209456024,-0.4573176480637825,-0.05373998103996938,-0.053732793667889675,0.0,-0.10282740213523131,0.04432296260716455,0.05144851180765763
VFG014683,2804,2814,0.01129176176890157,0.008224271499644633,0.06491006847040197,0.048126332714568544,-0.003067490269256937,-0.4573103233428278,-0.05369970550696625,-0.053692533752680495,0.0,-0.10268582702951515,0.04433063517407393,0.05144851180765763
